StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q79,Q149,Q148,Q89,Q91,Q93,Q95,Q97,Q97_4_TEXT,Q99,Q99_5_TEXT,Q101,Q101_5_TEXT,Q103,Q103_2_TEXT,Q87,Q153,Q85,Q85_1_TEXT,Q85_2_TEXT,Q85_3_TEXT,Q85_4_TEXT,Q107,Q109,Q111,Q113,Q115,Q117,Q119,Q121,Q123,Q125,Q127,Q129,Q131,Q135,Q137,Q139,Q141,Q143,Q145,Q147,Q149,Q151,Q153,Q155,Q157,Q159,Q161,Q163,Q165,Q167,Q169,Q171,Q173,Q177,Q179,Q181,Q183,Q185,Q187,Q189,Q191,Q193,Q195,Q197,Q199,Q201,Q203
2022-04-27 18:06:50,2022-04-27 18:15:05,IP Address,100,495,True,2022-04-27 18:15:06,R_1jIGsZTGMZAUXU9,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'3""-5'6""",100-125 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",DE,09,PR,BL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,4= Almost always,2= Sometimes,2= Sometimes,3= Often,1= Almost never,1= Almost never,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,1= Almost never,3= Often,3= Often,2= Sometimes,3= Often,1= Almost never,2= Sometimes,1= Almost never,1= Almost never,1= Almost never,2,2,4,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,5= Extremely characteristic or true of me,1= Not at all characteristic or true of me,4,3= Moderately characteristic or true of me,4,5= Extremely characteristic or true of me,3= Moderately characteristic or true of me,5= Extremely characteristic or true of me
2022-04-27 18:09:23,2022-04-27 18:16:29,IP Address,100,426,True,2022-04-27 18:16:30,R_3dtMSFjvP9HjRyV,anonymous,EN,Agree,Yes,Third year,40-45 years old,"5'3""-5'6""",125-150 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",Lo,06,Si,ha,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,3= Often,2= Sometimes,3= Often,1= Almost never,2= Sometimes,2= Sometimes,3= Often,1= Almost never,2= Sometimes,3= Often,1= Almost never,1= Almost never,4= Almost always,2= Sometimes,2= Sometimes,2= Sometimes,2= Sometimes,2= Sometimes,3= Often,1= Almost never,2,2,3= Moderately characteristic or true of me,3= Moderately characteristic or true of me,3= Moderately characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-04-27 18:21:52,2022-04-27 18:21:52,Spam,100,0,True,2022-04-27 18:21:53,R_2EFwHDqyomaBdhW,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 18:34:01,2022-04-27 18:34:01,IP Address,100,0,True,2022-04-27 18:34:01,R_2zISMTTn0pzIdhk,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 18:22:00,2022-04-27 18:37:39,IP Address,100,939,True,2022-04-27 18:37:40,R_sj9wbWBBsoasYCt,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'6""-5'9""",125-150 lbs,Female,Female,,Homosexual,,Black/African American,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",X,04,16,br,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,4= Almost always,2= Sometimes,3= Often,1= Almost never,2= Sometimes,1= Almost never,3= Often,1= Almost never,3= Often,3= Often,1= Almost never,4= Almost always,3= Often,1= Almost never,3= Often,3= Often,2= Sometimes,1= Almost never,3= Often,2= Sometimes,3= Moderately characteristic or true of me,2,3= Moderately characteristic or true of me,3= Moderately characteristic or true of me,4,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-04-27 17:16:06,2022-04-27 19:00:30,IP Address,100,6263,True,2022-04-27 19:00:30,R_PY8KtRnWhj0U813,anonymous,EN,Agree,No,First year,Under 25 years old,"5'0""-5'3""",100-125 lbs,Female,Female,,Bisexual,,Asian/Asian American,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 19:10:57,2022-04-27 19:10:57,Spam,100,0,True,2022-04-27 19:10:57,R_2ypT5vVAUeE3xxX,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 19:28:57,2022-04-27 19:29:32,IP Address,100,34,True,2022-04-27 19:29:32,R_0qYkqUWDoQCzJiF,anonymous,EN,Agree,No,First year,Under 25 years old,"5'3""-5'6""",125-150 lbs,Female,Other:,nonbinary,Queer,,White/Caucasian,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 19:33:32,2022-04-27 19:33:32,Spam,100,0,True,2022-04-27 19:33:32,R_27s1I2UhCdolO1T,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 19:56:43,2022-04-27 19:58:36,IP Address,100,112,True,2022-04-27 19:58:36,R_2ZCab5pWdThIM5t,anonymous,EN,Agree,No,First year,Under 25 years old,"6'0""-6'3""",200-225 lbs,Male,Male,,Heterosexual,,White/Caucasian,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 20:17:52,2022-04-27 20:23:02,IP Address,100,309,True,2022-04-27 20:23:03,R_1cZBhz3NOLXHpqZ,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'3""-5'6""",125-150 lbs,Female,Female,,Heterosexual,,Asian/Asian American,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",PE,06,15,BR,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,3= Often,1= Almost never,4= Almost always,1= Almost never,1= Almost never,2= Sometimes,3= Often,1= Almost never,1= Almost never,3= Often,2= Sometimes,1= Almost never,4= Almost always,4= Almost always,1= Almost never,4= Almost always,1= Almost never,1= Almost never,4= Almost always,2= Sometimes,2,2,2,2,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-04-27 21:14:32,2022-04-27 21:14:32,Spam,100,0,True,2022-04-27 21:14:32,R_1g7oylOGsSkj8hC,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 21:40:23,2022-04-27 21:46:01,IP Address,100,338,True,2022-04-27 21:46:01,R_1KvURoiyboiGiJz,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'3""-5'6""",100-125 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",AN,01,27,BL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,4= Almost always,3= Often,4= Almost always,1= Almost never,1= Almost never,3= Often,3= Often,2= Sometimes,2= Sometimes,4= Almost always,2= Sometimes,2= Sometimes,3= Often,2= Sometimes,1= Almost never,3= Often,2= Sometimes,1= Almost never,3= Often,2= Sometimes,2,2,3= Moderately characteristic or true of me,2,2,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-04-27 21:56:39,2022-04-27 22:01:08,IP Address,100,269,True,2022-04-27 22:01:08,R_AMS6O7aNAvyV6XD,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'9""-6'0""",125-150 lbs,Male,Male,,Heterosexual,,"Asian/Asian American,White/Caucasian",,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",JE,06,CH,BR,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,3= Often,2= Sometimes,4= Almost always,2= Sometimes,2= Sometimes,1= Almost never,4= Almost always,2= Sometimes,1= Almost never,3= Often,1= Almost never,1= Almost never,4= Almost always,3= Often,2= Sometimes,4= Almost always,1= Almost never,1= Almost never,4= Almost always,1= Almost never,4,2,3= Moderately characteristic or true of me,4,3= Moderately characteristic or true of me,2,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-04-25 22:42:51,2022-04-25 22:45:10,IP Address,25,138,False,2022-04-27 22:45:15,R_3EGVpSvDP4wsTKO,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'3""-5'6""",125-150 lbs,Female,Female,,Heterosexual,,Asian/Asian American,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",th,04,fl,br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 23:13:23,2022-04-27 23:18:18,IP Address,100,294,True,2022-04-27 23:18:19,R_21zEx1CczlE67i9,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'9""-6'0""",175-200 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",ch,08,su,br,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,3= Often,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,1= Almost never,3= Often,2= Sometimes,4= Almost always,3= Often,1= Almost never,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,2= Sometimes,3= Often,2= Sometimes,4= Almost always,2= Sometimes,3= Moderately characteristic or true of me,3= Moderately characteristic or true of me,3= Moderately characteristic or true of me,3= Moderately characteristic or true of me,2,1= Not at all characteristic or true of me,4,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-04-28 06:34:17,2022-04-28 06:34:17,Spam,100,0,True,2022-04-28 06:34:17,R_1MSUIdunnzPyIaf,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 06:51:22,2022-04-28 06:52:24,IP Address,100,61,True,2022-04-28 06:52:24,R_1gFTvmOfr8zeHAO,anonymous,EN,Agree,No,First year,25-30 years old,"5'9""-6'0""",175-200 lbs,Male,Male,,Heterosexual,,Asian/Asian American,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 07:07:30,2022-04-28 07:07:30,Spam,100,0,True,2022-04-28 07:07:31,R_YQ8YFXmZZFGZnMJ,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 08:51:39,2022-04-28 08:53:39,IP Address,100,119,True,2022-04-28 08:53:39,R_3gXjLlj1YzmyytZ,anonymous,EN,Agree,No,First year,Under 25 years old,"5'9""-6'0""",225+ lbs,Male,Male,,Heterosexual,,White/Caucasian,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 08:27:52,2022-04-28 08:54:56,IP Address,100,1623,True,2022-04-28 08:54:56,R_3Oe0ttECXJoCwoF,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'3""-5'6""",225+ lbs,Female,Female,,Homosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",Vy,05,X,Br,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,3= Often,2= Sometimes,3= Often,2= Sometimes,1= Almost never,1= Almost never,3= Often,2= Sometimes,2= Sometimes,3= Often,1= Almost never,2= Sometimes,3= Often,3= Often,2= Sometimes,3= Often,2= Sometimes,1= Almost never,3= Often,2= Sometimes,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,2,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-04-28 09:03:38,2022-04-28 09:14:33,IP Address,100,655,True,2022-04-28 09:14:34,R_2cw2QHjtR83bIYF,anonymous,EN,Agree,Yes,Third year,25-30 years old,"5'6""-5'9""",125-150 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",we,03,24,gr,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,4= Almost always,2= Sometimes,4= Almost always,1= Almost never,1= Almost never,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,4= Almost always,1= Almost never,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,4= Almost always,2= Sometimes,3= Often,2= Sometimes,2= Sometimes,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,2,2,2,2,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-04-28 10:00:23,2022-04-28 10:00:23,Spam,100,0,True,2022-04-28 10:00:24,R_2q2iUCzopQIYR2P,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 10:00:50,2022-04-28 10:00:50,Spam,100,0,True,2022-04-28 10:00:51,R_2UW3LavKoXNr1YW,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 11:00:19,2022-04-28 11:00:36,IP Address,100,17,True,2022-04-28 11:00:36,R_6Qkn0SXeOHNSRpv,anonymous,EN,Agree,No,First year,35-40 years old,"5'9""-6'0""",175-200 lbs,Male,Male,,Queer,,Hispanic/Latinx,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 11:07:52,2022-04-28 11:08:09,IP Address,100,17,True,2022-04-28 11:08:09,R_3dJMbx0K0Ei66nK,anonymous,EN,Agree,No,Third year,25-30 years old,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 11:14:11,2022-04-28 11:14:11,Spam,100,0,True,2022-04-28 11:14:11,R_RV1VLZEQROQhXVf,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 11:27:39,2022-04-28 11:27:39,Spam,100,0,True,2022-04-28 11:27:40,R_2rShOYUbMqzCWeY,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 11:27:51,2022-04-28 11:27:51,Spam,100,0,True,2022-04-28 11:27:51,R_1IK1ECVARDt6nM6,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 11:27:59,2022-04-28 11:27:59,Spam,100,0,True,2022-04-28 11:28:00,R_27x91d8a2SyrKti,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 11:28:58,2022-04-28 11:28:58,Spam,100,0,True,2022-04-28 11:28:58,R_2dXTHzVBHRQHjec,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 11:30:28,2022-04-28 11:30:28,Spam,100,0,True,2022-04-28 11:30:29,R_3WQF7ClPgI2ufgR,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 11:31:59,2022-04-28 11:31:59,Spam,100,0,True,2022-04-28 11:31:59,R_3NWGkn5YXb9TwZN,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 11:32:34,2022-04-28 11:32:34,Spam,100,0,True,2022-04-28 11:32:34,R_3rwAnvI8VeXEilP,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 11:35:08,2022-04-28 11:35:08,Spam,100,0,True,2022-04-28 11:35:08,R_1n6f2ZxDc1rC16l,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 11:33:15,2022-04-28 11:45:37,IP Address,100,741,True,2022-04-28 11:45:37,R_OkwqMyBJ68kuHmN,anonymous,EN,Agree,Yes,Second year,35-40 years old,,,,,,,,,,,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-27 18:32:13,2022-04-28 11:46:51,IP Address,100,62078,True,2022-04-28 11:46:52,R_SBFxoaHBgBaiMEx,anonymous,EN,Agree,No,First year,Under 25 years old,Under 5 feet,Under 100 lbs,Female,Female,,Heterosexual,,White/Caucasian,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 12:01:14,2022-04-28 12:01:14,IP Address,100,0,True,2022-04-28 12:01:14,R_3PjkWQ3bV2Qd1UC,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 12:01:32,2022-04-28 12:01:32,Spam,100,0,True,2022-04-28 12:01:33,R_2PdFOuLpwRrhnIn,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 12:47:48,2022-04-28 12:51:50,IP Address,100,242,True,2022-04-28 12:51:51,R_22DnOFHS2991FBJ,anonymous,EN,Agree,Yes,First year,Under 25 years old,"5'6""-5'9""",,Female,Female,,Heterosexual,,Asian/Asian American,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",GO,09,X,BR,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,3= Often,2= Sometimes,2= Sometimes,2= Sometimes,2= Sometimes,2= Sometimes,3= Often,2= Sometimes,4= Almost always,3= Often,2= Sometimes,2= Sometimes,3= Often,3= Often,2= Sometimes,3= Often,3= Often,3= Often,4= Almost always,2= Sometimes,4,2,2,3= Moderately characteristic or true of me,2,1= Not at all characteristic or true of me,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-04-28 11:56:11,2022-04-28 13:16:52,IP Address,100,4840,True,2022-04-28 13:16:52,R_2dAsgcI72b6otYN,anonymous,EN,Agree,Yes,First year,25-30 years old,"5'9""-6'0""",150-175 lbs,Male,Male,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",LY,02,YE,GR,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,3= Often,3= Often,2= Sometimes,2= Sometimes,1= Almost never,2= Sometimes,3= Often,1= Almost never,3= Often,3= Often,1= Almost never,3= Often,2= Sometimes,2= Sometimes,2= Sometimes,2= Sometimes,2= Sometimes,3= Often,3= Often,3= Often,3= Moderately characteristic or true of me,2,4,4,2,1= Not at all characteristic or true of me,2,2,2,2,1= Not at all characteristic or true of me,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,2
2022-04-28 14:07:30,2022-04-28 14:07:30,Spam,100,0,True,2022-04-28 14:07:31,R_32PCVEBrSmrXjlk,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 14:30:44,2022-04-28 14:30:44,Spam,100,0,True,2022-04-28 14:30:44,R_22FHgaa7tKZTNpw,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 15:13:15,2022-04-28 15:13:15,Spam,100,0,True,2022-04-28 15:13:16,R_2rVoX62wxevIS4G,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 15:13:33,2022-04-28 15:13:33,Spam,100,0,True,2022-04-28 15:13:34,R_7UR8xVnUFsqYwz7,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 15:10:37,2022-04-28 15:24:26,IP Address,100,829,True,2022-04-28 15:24:27,R_3jUqjtELcebjFE7,anonymous,EN,Agree,Yes,First year,Under 25 years old,"5'9""-6'0""",150-175 lbs,Male,Male,,Heterosexual,,White/Caucasian,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",je,07,X,bl,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,4= Almost always,2= Sometimes,4= Almost always,2= Sometimes,1= Almost never,3= Often,4= Almost always,1= Almost never,1= Almost never,4= Almost always,2= Sometimes,1= Almost never,1= Almost never,3= Often,1= Almost never,3= Often,2= Sometimes,2= Sometimes,3= Often,1= Almost never,4,2,2,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
2022-04-28 10:18:30,2022-04-28 16:22:48,IP Address,100,21858,True,2022-04-28 16:22:49,R_ueNLFoUL6T1sXOF,anonymous,EN,Agree,No,First year,25-30 years old,"6'3""+",200-225 lbs,Male,Male,,Heterosexual,,White/Caucasian,,English,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29 10:40:22,2022-04-29 10:55:18,IP Address,100,896,True,2022-04-29 10:55:19,R_1dMI7ANy2lWpO9X,anonymous,EN,Agree,Yes,Fourth year,25-30 years old,"5'3""-5'6""",125-150 lbs,Female,Female,,Heterosexual,,Black/African American,,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",De,05,Ca,Br,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,3= Often,2= Sometimes,4= Almost always,2= Sometimes,1= Almost never,2= Sometimes,4= Almost always,2= Sometimes,1= Almost never,2= Sometimes,1= Almost never,2= Sometimes,4= Almost always,3= Often,1= Almost never,4= Almost always,1= Almost never,2= Sometimes,4= Almost always,1= Almost never,2,3= Moderately characteristic or true of me,4,2,3= Moderately characteristic or true of me,3= Moderately characteristic or true of me,3= Moderately characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me,4,2,2,1= Not at all characteristic or true of me
2022-04-29 14:23:58,2022-04-29 14:44:14,IP Address,100,1215,True,2022-04-29 14:44:14,R_1n0jyTgw6sI53RA,anonymous,EN,Agree,Yes,First year,Under 25 years old,"5'3""-5'6""",125-150 lbs,Female,Female,,Queer,,"Asian/Asian American,White/Caucasian",,English,,No,,"FIRST TWO letters of your mothers' middle name (if none put X),Your birth month in numbers (For example: March= 03),FIRST TWO characters of the street name you lived on when you entered high school (if you do not remember, put X),FIRST TWO letters of your eye color",KU,01,SO,BR,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,3= Often,2= Sometimes,1= Almost never,2= Sometimes,2= Sometimes,1= Almost never,3= Often,2= Sometimes,3= Often,3= Often,1= Almost never,4= Almost always,1= Almost never,2= Sometimes,2= Sometimes,3= Often,2= Sometimes,3= Often,3= Often,2= Sometimes,2,2,3= Moderately characteristic or true of me,4,3= Moderately characteristic or true of me,4,4,1= Not at all characteristic or true of me,2,4,2,2,1= Not at all characteristic or true of me,1= Not at all characteristic or true of me
